"All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI"
1124,"UGC00159",1011,73,16,1,"shg2005","AOlf",1011,82,77,73,16,7.4,2.44,8.5,1,12
1128,"UGC00160",4681,117,18,1,"shg2005","AOlf",4681,130,124,117,18,4.7,3.45,8.7,1,11.3
1129,"AGC100137",,,,,"shg2005","AOlf",18043,661,614,,30,4.7,2.19,9.3,2,1.7
1130,"ES539-005",3203,249,18,1,"tmc2006","Nanc",3203,266,258,249,18,4.1,3.21,10.8,1,5.8
1131,"UGC00161",5679,192,18,1,"shg2005","AOlf",5679,209,201,192,18,4.3,3.29,8.7,1,6.1
1133,"AGC100138",,,,,"shg2005","AOlf",11813,221,208,,33,1.5,0.83,8.9,1,1.9
1139,"UGC00163",5680,199,19,1,"shg2005","AOlf",5680,216,208,199,19,3.7,3.56,8.7,1,7.5
1144,"UGC00164",5472,180,19,1,"shg2005","AOlf",5472,197,189,180,19,3,1.33,8.7,1,3.2
1147,"AGC100141",7462,165,14,2,"shg2005","AOlf",7461,190,181,172,19,2.5,1.25,8.7,1,3.7
1149,"AGC400180",7306,393,12,2,"shg2005","GB300",7308,413,397,388,17,5.2,5.56,11.5,1,6.6
1152,"PG0001152",5997,212,16,1,"tmc2006","Nanc",5997,231,221,212,16,5.9,3.8,10.7,1,7.9
1154,"UGC00166",4844,249,15,1,"shg2005","AOlf",4844,267,258,249,15,7.7,7.32,8.7,1,13.7
1158,"UGC00165",6055,313,19,1,"shg2005","AOlf",6055,333,322,313,19,3.1,3.81,8.8,1,5.6
1160,"NGC00063",1158,227,7,2,"ctf2009","AOG",1157,237,233,225,8,24.7,7.9,1.3,4,16.3
1170,"AGC100146",5800,235,18,1,"shg2005","AOlf",5800,253,244,235,18,4.2,2.89,8.6,1,5.6
1172,"ES111-024",8851,447,18,1,"archi12","PAKS",8851,473,456,447,18,3.4,6.96,1.7,4,7.1
1173,"ES350-007",,,,,"tmc2006","Nanc",7343,553,529,,80,1.9,8.98,10.8,2,7.8
1175,"UGC00168",,,,,"shg2005","AOlf",5529,378,367,,40,2.7,1.99,8.7,1,2.3
1176,"AGC020215",6987,308,19,1,"shg2005","Nanc",6987,327,317,308,19,2.6,2.75,5.5,1,4.2
1186,"UGC00169",5437,291,19,1,"shg2005","AOlf",5437,310,300,291,19,3.8,4.9,8.7,1,7.9
1194,"UGC00174",,,,,"shg2005","AOlf",7190,377,364,,25,2.4,1.71,8.8,1,2.2
1196,"AGC100151",5224,153,18,1,"shg2005","AOlf",5224,169,162,153,18,4.4,6.46,8.6,1,18.1
1198,"UGC000171",5257,317,20,1,"tmc2006","Nanc",5257,343,326,317,20,8.3,5.72,10.9,2,8.1
1202,"UGC00175",5286,132,13,1,"shg2005","GB300",5286,148,140,132,13,11.1,6.89,11.4,1,17.6
1206,"PG0001206",6422,262,15,1,"tmc2006","Nanc",6422,282,271,262,15,8.1,6.7,10.7,1,11.5
1213,"AGC100153",11876,273,19,1,"shg2005","AOlf",11876,298,282,273,19,2,0.71,8.9,1,1.2
1220,"AGC101233",7216,161,16,1,"hgm2011","ALFA",7216,176,169,161,16,5.9,2.11,5.3,1,5.9
1225,"PG0001225",1745,141,13,1,"ksk2004","PAKS",1745,157,149,141,13,9.7,20.66,13.3,1,57.5
1226,"UGC000178",5144,430,19,1,"archi12","GBT",5144,450,439,430,19,3.2,2.52,3.2,2,2.6
1231,"UGC00179",4473,205,16,1,"shg2005","AOlf",4473,222,214,205,16,6.9,5.49,8.7,1,12
1234,"IC0000008",,,,,"tmc2006","Nanc",5811,186,177,,100,1.8,1.85,10.7,1,3.4
1237,"UGC00180",,,,,"shg2005","AOlf",10999,586,561,,42,1.1,1.81,9,1,1.5
1238,"UGC00181",,,,,"shg2005","AOlf",5380,361,350,,25,2.2,1.72,8.7,1,2.2
1242,"PG0001242",669,111,14,1,"ksk2004","PAKS",669,125,118,111,14,9.4,16.2,13.3,1,65.3
1258,"AGC100160",5444,171,19,1,"shg2005","AOlf",5444,187,179,171,19,2.5,0.47,8.6,1,1.2
1273,"AGC100162",5247,246,20,1,"shg2005","AOlf",5247,264,255,246,20,1.7,0.93,8.6,1,1.8
1276,"UGC00186",,,,,"shg2005","AOlf",5823,413,401,,25,3,0.86,8.6,1,1
1281,"AGC100163",,,,,"shg2005","AOlf",7757,114,107,,25,8.5,4.16,8.7,1,13.2
1282,"AGC100166",,,,,"shg2005","AOlf",10255,420,397,,100,2.7,1.62,8.8,2,2
1284,"ES028-014",1791,105,13,1,"ksk2004","PAKS",1791,119,112,105,13,11.5,14.71,13.3,1,61.8
1285,"UGC00187",5452,356,20,1,"shg2005","AOlf",5452,376,365,356,20,2.4,2.95,8.5,1,3.4
1286,"UGC00188",7825,215,18,1,"shg2005","AOlf",7825,234,224,215,18,4.2,4.12,8.8,1,7.8
1288,"P0001288",3711,279,11,3,"ctf2009","GBT",3709,293,286,277,18,4.5,2.83,1.6,4,4.7
1292,"UGC00191",1144,122,14,1,"shg2005","GB140",1144,131,129,122,14,9.6,18.99,2.1,1,71.9
1293,"UGC00189",7624,187,19,1,"shg2005","AOlf",7624,205,196,187,19,3.5,2.56,8.8,1,5.9
1294,"P0001294",5308,326,19,1,"ctf2009","AOG",5319,357,340,,21,5.6,1.77,1.3,16,2
1299,"IC0000012",,,,,"tmc2006","Nanc",6021,317,305,,100,4.1,3.94,10.7,1,5.7
1301,"UGC00195",5734,284,16,1,"shg2005","AOlf",5734,303,293,284,16,6.7,3.72,8.7,1,6.2
1309,"UGC00194",,,,,"shg2005","AOlf",5540,515,488,,38,1.3,1.69,8.7,4,1.5
1315,"UGC00196",5150,256,16,1,"shg2005","GB300",5150,275,265,256,16,7,5.21,11.4,1,9.4
1328,"AGC100170",7375,201,19,1,"shg2005","AOlf",7375,219,209,201,19,3.2,2.18,8.6,1,5.2
1330,"UGC00197",7690,187,16,1,"shg2005","AOlf",7690,205,196,187,16,6.5,2.24,8.7,1,5.4
1332,"AGC100173",,,,,"shg2005","AOlf",16434,580,541,,50,2.8,1.64,9.1,2,1.3
1333,"UGC00198",5621,230,16,1,"shg2005","AOlf",5621,248,239,230,16,6.7,3.3,8.7,1,6.5
1336,"UGC00199",1802,94,16,1,"shg2005","AOlf",1802,109,100,94,16,15.9,4.19,8.3,2,17.4
1337,"UGC00200",5252,129,20,1,"shg2005","AOlf",5252,143,136,129,20,2.3,1.64,8.7,1,2.9
1344,"AGC100175",11627,181,20,1,"shg2005","AOlf",11627,202,190,181,20,2,0.34,8.9,1,0.9
1346,"UGC00201",,,,,"shg2005","AOlf",11853,472,450,,25,2.4,2.44,9,1,2.7
1347,"AGC100176",11667,365,20,1,"shg2005","AOlf",11667,393,374,365,20,1.7,1.04,8.9,1,1.4
1353,"AGC100177",4840,202,18,1,"hgm2011","ALFA",4840,217,211,202,18,4.3,2.31,5.3,1,4.7
1361,"AGC100180",6793,187,19,1,"shg2005","AOlf",6793,205,196,187,19,3,1.24,8.6,1,2.8
1362,"UGC00204",5740,254,18,1,"shg2005","AOlf",5740,272,263,254,18,4.1,4.38,8.7,1,7.9
1372,"UGC00205",5290,210,17,1,"shg2005","AOlf",5290,227,219,210,17,5.6,2.28,8.7,1,3
1377,"AGC100182",6164,58,15,1,"shg2005","AOlf",6164,67,61,58,15,7.9,4.76,8.8,1,27.7
1382,"AGC100184",5806,351,20,1,"shg2005","AOlf",5806,376,360,351,20,1.9,1.79,8.6,2,2
1384,"AGC100188",,,,,"shg2005","AOlf",6637,380,363,,30,1.8,0.76,8.6,2,1
1387,"UGC00207",,,,,"shg2005","AOlf",7026,326,314,,25,3.1,0.97,8.6,1,1.5
1388,"NGC000092",,,,,"ctk2010","PAKS",3415,308,298,,100,5.2,16.29,0.8,16,23.8
1404,"PG0001404",6271,319,18,1,"tmc2006","Nanc",6271,340,328,319,18,3.5,3.46,10.8,1,5
1405,"UGC00208",,,,,"shg2005","AOlf",5359,652,636,,50,4,5.44,8.7,1,4.4
1412,"UGC00209",,,,,"shg2005","AOlf",5631,637,621,,50,2.4,1.87,8.7,1,1.4
1413,"UGC00210",4493,239,15,1,"shg2005","AOlf",4493,256,248,239,15,7.7,4.11,8.7,1,7.8
1414,"PG0001414",,,,,"tmc2006","Nanc",5118,230,215,,40,2.7,1.94,10.9,2,3.5
1419,"PG0001419",4353,179,18,1,"tmc2006","Nanc",4353,196,188,179,18,3.3,2.09,10.9,1,5.3
1422,"UGC00211",5663,223,20,1,"shg2005","AOlf",5663,241,232,223,20,2.1,1.87,8.7,1,3.8
1426,"UGC00214",5401,303,11,1,"shg2005","AOlf",5401,322,312,303,11,13.6,10.25,8.7,1,15.1
1431,"PG0001431",4869,88,10,1,"tmc2006","Nanc",4869,106,93,88,10,16.7,6.24,10.9,2,17.9
1434,"UGC00212",4873,78,13,1,"shg2005","GB300",4873,104,99,,25,8.9,7.05,5.7,1,21.3
1439,"UGC00215",7090,367,20,1,"shg2005","AOlf",7090,389,376,367,20,2.5,2.26,8.7,1,1.8
1440,"ES150-005",1436,103,14,1,"ksk2004","PAKS",1436,116,109,103,14,8.6,13.83,13.3,1,58.1
1450,"UGC00217",4773,118,19,1,"shg2005","AOlf",4773,132,126,118,19,3.5,1.45,8.7,1,5.3
1451,"AGC400212",5687,411,18,1,"shg2005","GB300",5687,440,420,411,18,5.2,7.28,11.4,2,8.3
1453,"PG0001453",,,,,"tmc2006","Nanc",9893,234,216,,200,1.3,2.48,11,2,4.1
1460,"AGC100201",9200,288,19,1,"shg2005","AOlf",9200,311,297,288,19,2.6,1.99,8.9,1,3.3
1461,"AGC100203",7551,375,18,1,"shg2005","AOlf",7551,398,384,375,18,4.1,4.07,8.7,1,5
1462,"AGC100202",12533,209,19,1,"shg2005","AOlf",12533,232,218,209,19,2.7,1.42,8.9,1,3
1464,"UGC00218",12174,137,19,1,"shg2005","AOlf",12174,156,145,137,19,3.6,2.41,9,1,5.3
1472,"AGC100204",12187,416,20,1,"shg2005","AOlf",12187,447,425,416,20,1.5,1.48,8.9,1,1.7
1478,"UGC00219",5258,271,20,1,"shg2005","AOlf",5258,289,280,271,20,2.3,4.42,8.7,1,6.8
1486,"AGC100210",,,,,"shg2005","AOlf",5498,134,123,,25,2.3,0.29,8.5,2,0.8
1491,"UGC00221",3917,143,12,2,"shg2005","AOlf",3929,164,158,149,18,4.1,2.11,8.6,1,3.9
1494,"AGC100211",12072,271,19,1,"shg2005","AOlf",12072,296,280,271,19,3.2,2.74,9,1,4.5
1495,"AGC100209",17960,101,19,1,"shg2005","AOlf",17960,118,107,101,19,2.9,1.3,9.2,1,4.9
1498,"UGC00222",,,,,"shg2005","AOlf",6109,210,202,,35,1.4,0.94,8.6,1,2.2
1502,"UGC00223",5752,170,19,1,"shg2005","AOlf",5752,187,179,170,19,2.6,1.69,8.7,1,4
1511,"UGC00226",5331,236,17,1,"shg2005","AOlf",5331,254,245,236,17,6.2,2.98,8.7,1,5.5
1516,"UGC00229",,,,,"shg2005","AOlf",7217,272,261,,100,3.4,1.37,8.6,1,2.8
1518,"NGC000101",3376,160,14,1,"tmc2006","Nanc",3376,176,169,160,14,8.6,11.75,10.8,1,31.6
1520,"UGC00228",5708,277,16,1,"shg2005","AOlf",5708,296,286,277,16,6.9,6.69,8.7,1,10.9
1523,"UGC00230",5309,130,8,1,"shg2005","AOlf",5309,144,137,130,8,24.3,13.03,8.5,1,40
1524,"AGC100215",7376,240,19,1,"shg2005","AOlf",7376,260,249,240,19,2.7,1.97,8.7,1,3.7
1525,"UGC00231",843,204,10,1,"shg2005","GB140",843,215,213,204,10,15,44.63,2.1,1,102.6
1534,"PG0001534",4317,247,20,1,"tmc2006","Nanc",4317,271,256,247,20,6.1,2.36,10.9,2,3.9
1544,"AGC100221",4765,188,14,1,"hgm2011","ALFA",4765,203,197,188,14,8.8,4.44,5.3,1,10.7
1546,"UGC00232",4861,259,19,1,"shg2005","AOlf",4861,277,268,259,19,3.8,4.5,8.7,1,8.3
1547,"PG0001547",8180,294,20,1,"tmc2006","Nanc",8180,323,303,294,20,3.6,2.55,11.1,2,4
1549,"AGC100736",4279,66,14,1,"shg2005","AOlf",4279,75,70,66,14,8.7,2.48,8.5,1,11.8
1550,"UGC00233",5297,126,13,1,"shg2005","AOlf",5297,140,133,126,13,10.5,2.9,8.7,1,9.4
1552,"UGC00234",4668,204,17,1,"shg2005","AOlf",4668,221,213,204,17,5.6,1.38,8.5,1,3.2
1553,"AGC100225",5367,269,19,1,"shg2005","AOlf",5367,287,278,269,19,2.2,3.02,8.6,1,5
1566,"UGC000237",,,,,"tmc2006","Nanc",8564,577,550,,100,2.4,3.54,10.9,2,2.8
1572,"UGC00238",6801,393,11,2,"shg2005","AOlf",6799,412,399,390,14,9.1,7.38,8.6,1,8.2
1577,"UGC00240",8674,335,14,1,"shg2005","AOlf",8674,358,344,335,14,9.1,6.86,8.7,1,8.6
1578,"AGC100227",4867,94,18,1,"shg2005","AOlf",4867,106,100,94,18,3.3,2.15,8.7,1,10.4
1582,"AGC100229",,,,,"shg2005","AOlf",8945,208,198,,26,1.7,1.48,8.7,1,3.2
1583,"UGC00241",5180,311,19,1,"shg2005","AOlf",5180,330,320,311,19,3.3,3.68,8.7,1,4.8
1591,"UGC00242",4402,262,17,1,"shg2005","AOlf",4402,279,271,262,17,5.5,5.05,8.7,1,9.2
1594,"UGC00244",4550,225,18,1,"shg2005","AOlf",4550,242,234,225,18,4.7,2.93,8.5,1,6.4
1606,"NGC000107",6301,218,20,1,"tmc2006","Nanc",6301,243,227,218,20,7.1,6.39,10.7,2,11.5
1607,"AGC100231",,,,,"shg2005","AOlf",13093,188,176,,80,2.3,0.95,8.9,1,2.5
1609,"AGC400228",5329,399,12,2,"shg2005","Nanc",5328,420,410,401,18,3.3,10.25,5.5,1,12
1611,"UGC00245",,,,,"shg2005","AOlf",11770,482,459,,25,2.1,2.75,9,1,2.9
1621,"UGC00247",11188,314,19,1,"shg2005","AOlf",11188,340,323,314,19,2.6,2.54,9,1,3.8
1622,"AGC100233",5608,100,20,1,"shg2005","AOlf",5608,112,106,100,20,2.8,1.08,8.7,1,4.9
1627,"UGC00248",,,,,"shg2005","AOlf",10181,518,497,,25,2.7,5.95,8.9,1,5.5
1630,"AGC100236",5275,115,13,1,"shg2005","AOlf",5275,128,122,115,13,10.6,3.4,8.5,1,12.4
1631,"UGC00249",5291,232,18,1,"shg2005","AOlf",5291,250,241,232,18,5,6.4,8.7,1,11.2
1632,"UGC00250",12742,407,19,1,"shg2005","AOlf",12742,438,416,407,19,3.7,3.3,9.1,1,3.7
1633,"UGC00251",5591,130,17,1,"shg2005","AOlf",5591,145,138,130,17,5.4,0.47,8.7,1,1.6
1634,"AGC400234",3985,285,14,2,"shg2005","GB140",3987,294,288,279,20,1.8,3.6,4.2,1,8
1635,"UGC00252",,,,,"shg2005","AOlf",5354,196,188,,30,2.5,2.44,8.6,1,5.3
1638,"UGC00253",,,,,"shg2005","AOlf",11452,208,196,,25,3.8,1.65,9,1,3
1651,"AGC020302",1831,207,7,3,"shg2005","Nanc",1831,221,217,208,15,7.6,18.11,5.3,1,38.4
1652,"AGC100238",,,,,"shg2005","AOlf",2230,71,66,,25,11.2,10.24,8.4,1,66.2
1654,"UGC00255",6294,360,17,1,"shg2005","AOlf",6294,381,369,360,17,5.2,4.74,8.6,1,6
1658,"UGC000256",5173,331,15,1,"ctm2010","GBT",5173,352,340,331,15,8.1,1.96,1.6,8,2.6
1665,"UGC00260",2134,254,7,2,"ctf2009","GBT",2134,267,263,254,8,23.4,34.09,1,4,63.7
1675,"UGC00261",,,,,"shg2005","AOlf",7392,431,416,,100,2.3,1.65,8.8,1,1.6
1676,"UGC00265",5621,197,19,1,"shg2005","AOlf",5621,214,206,197,19,3.1,1.46,8.7,1,2.3
1693,"NGC000120",4083,220,18,1,"archi12","GBT",4083,239,229,220,18,3.4,1.16,3.2,4,1.9
1695,"AGC100241",,,,,"shg2005","AOlf",9385,461,443,,100,3.8,3.68,8.7,1,4
1700,"UGC00268",,,,,"shg2005","AOlf",13065,203,177,,35,2.6,0.58,9,4,1.1
1713,"UGC00272",3917,236,18,1,"shg2005","AOlf",3917,253,245,236,18,4.2,8.66,8.6,1,15.5
1714,"AGC100244",1385,105,20,1,"shg2005","AOlf",1385,116,111,105,20,5.2,3.43,8.3,1,12.7
1715,"NGC000124",4066,237,14,1,"tmc2006","Nanc",4066,255,246,237,14,9,8.91,10.8,1,17.1
1717,"UGC00273",,,,,"shg2005","AOlf",5623,164,157,,30,1.6,2.49,8.7,1,6.5
1721,"UGC00270",4938,166,18,1,"shg2005","AOlf",4938,182,175,166,18,4.6,1.97,8.7,1,4.1
1723,"UGC00275",4404,210,13,1,"shg2005","AOlf",4404,226,218,210,13,10.8,7.5,8.6,1,15.4
1724,"UGC00276",,,,,"shg2005","AOlf",6341,359,347,,25,4.1,1.23,8.8,1,1.4
1730,"IC0000016",4847,241,20,1,"tmc2006","Nanc",4847,265,250,241,20,7.8,2.33,10.9,2,4.4
1734,"AGC100248",,,,,"shg2005","AOlf",12014,323,306,,30,1.6,0.67,8.9,1,1
1736,"UGC000279",,,,,"tmc2006","Nanc",6302,429,409,,100,6.4,8.39,11,2,9.3
1737,"UGC00277",4368,252,19,1,"shg2005","AOlf",4368,269,261,252,19,2.8,4.24,8.7,1,8.1
1739,"AGC100247",14718,271,19,1,"shg2005","AOlf",14718,299,280,271,19,2.3,1.85,9.1,1,3.1
1741,"UGC00283",,,,,"shg2005","AOlf",4045,299,291,,100,7.4,5.77,8.6,1,9.5
1743,"UGC00278",9593,377,18,1,"shg2005","AOlf",9616,413,396,,25,1.8,2.48,8.9,1,3
1746,"UGC00282",,,,,"shg2005","AOlf",4095,190,183,,100,13.9,8.33,8.6,1,10.3
1748,"UGC00281",4290,208,17,1,"shg2005","AOlf",4290,224,217,208,17,5.5,4.15,8.5,1,7.4
1750,"AGC100251",1341,91,8,1,"shg2005","AOlf",1341,101,96,91,8,21.1,6.35,8.3,1,30.5
1754,"UGC00284",4744,222,16,1,"shg2005","AOlf",4744,239,231,222,16,6.4,4.46,8.7,1,9.2
1758,"AGC100254",6095,240,19,1,"shg2005","AOlf",6095,258,249,240,19,2.8,3.58,8.7,1,7
1759,"IC0000018",,,,,"tmc2006","Nanc",,,,,500,0.5,1.22,10.7,1,2.3
1768,"AGC100259",5086,283,20,1,"shg2005","AOlf",5086,301,292,283,20,2,0.73,8.5,1,1.2
1770,"AGC100258",4390,196,19,1,"shg2005","AOlf",4390,212,205,196,19,2.4,0.77,8.5,1,1.8
1771,"UGC00285",2188,106,18,1,"ctf2009","AOG",2188,116,113,106,18,3.5,0.47,1.3,4,1.9
1774,"AGC102775",2893,131,18,1,"hgm2011","ALFA",2893,143,139,131,18,4,1.32,5.2,1,4.5
1776,"UGC00287",,,,,"shg2005","AOlf",5584,101,95,,25,4,0.72,8.7,1,2.9
1777,"UGC00288",188,45,10,1,"shg2005","GB300",188,53,47,45,10,14.2,5.21,11,1,41.3
1781,"UGC00290",766,76,8,1,"shg2005","AOlf",766,85,81,76,8,28.6,6.5,8.3,1,34.5
1782,"AGC100262",,,,,"shg2005","AOlf",6071,285,275,,25,1.8,0.7,8.6,1,1.2
1788,"UGC00291",4836,159,19,1,"shg2005","AOlf",4836,175,168,159,19,3.7,1.89,8.7,1,4.1
1791,"NGC00128",,,,,"ctf2009","AOG",4106,322,315,,100,1.9,0.93,1.3,4,1.3
1797,"UGC00294",6350,246,19,1,"shg2005","AOlf",6350,265,255,246,19,3.5,2.18,8.8,1,3.2
1802,"AGC100269",5205,137,18,1,"shg2005","AOlf",5205,152,145,137,18,3.3,2.67,8.6,1,8
1813,"NGC000131",1429,160,8,1,"archi12","GBT",1429,173,169,160,8,27.8,21.7,3.2,2,50.4
1814,"AGC100271",4150,130,18,1,"shg2005","AOlf",4150,144,138,130,18,3.3,2.02,8.5,1,7
1828,"UGC00299",6315,337,18,1,"shg2005","AOlf",6315,358,346,337,18,4.4,4.05,8.8,1,5.6
1833,"ES410-013",7329,313,20,1,"tmc2006","Nanc",7329,341,322,313,20,6.4,4.98,10.8,2,7.3
1835,"UGC00300",1347,25,15,1,"shg2005","GB140",1347,28,27,25,15,7.9,4.49,2.1,1,63.1
1841,"PG0001841",3511,322,17,1,"tmc2006","Nanc",3511,340,331,322,17,5.3,5.71,10.8,1,8.4
1844,"UGC00301",5390,384,16,1,"shg2005","AOlf",5390,404,393,384,16,7.2,13.93,8.7,1,16
1845,"ESO294-17",,,,,"HSM2013","PAKS",9066,597,578,,25,1.8,5.28,1.7,2,4.3
1848,"UGC00302",5436,108,20,1,"shg2005","AOlf",5436,121,114,108,20,2.3,0.69,8.7,1,2.7
1851,"NGC000134",1583,455,13,1,"ksk2004","PAKS",1583,473,464,455,13,26.9,141.82,13.3,1,147.7
1855,"ESO194-22",3381,263,17,1,"HSM2013","PAKS",3381,277,272,263,17,4.7,8.04,1.7,2,15.7
1861,"UGC00303",5608,213,18,1,"shg2005","GB300",5608,232,222,213,18,4.2,4.84,11.4,1,10.5
1863,"AGC100278",,,,,"shg2005","AOlf",9100,328,310,,33,1.5,0.36,8.7,2,0.5
1869,"UGC00305",9991,201,18,1,"shg2005","AOlf",9991,222,210,201,18,4.4,3.77,8.9,1,7.8
1879,"ES410-016",7273,272,19,1,"tmc2006","Nanc",7273,293,281,272,19,3.1,1.65,11.1,1,2.9
1886,"PG0001886",7816,388,18,1,"tmc2006","Nanc",7816,413,397,388,18,3.4,4.88,10.9,1,5.7
1889,"UGC00308",,,,,"shg2005","AOlf",12047,396,376,,37,1.3,1,8.9,1,1.1
1903,"AGC100284",12624,411,19,1,"shg2005","AOlf",12624,442,420,411,19,2.1,1.3,9,1,1.4
1908,"AGC400257",6119,363,19,1,"shg2005","Nanc",6119,382,372,363,19,2.7,5.2,5.5,1,6.7
1909,"AGC400258",3574,272,11,2,"shg2005","Effs",3567,293,287,278,13,9.7,21.71,5.3,1,21.8
1913,"UGC00310",4653,197,17,1,"shg2005","AOlf",4653,213,205,197,17,5.4,3.27,8.5,1,7.3
1914,"AGC100286",4382,265,13,1,"shg2005","AOlf",4382,282,274,265,13,9.8,6.75,8.6,1,11.7
1916,"UGC00311",6447,117,10,1,"shg2005","AOlf",6447,131,124,117,10,14.9,7.42,8.8,1,22.9
1920,"AGC020348",539,40,10,2,"shg2005","GB140",539,45,41,39,13,9.7,6.98,8.4,1,61.3
1921,"UGC00312",4371,285,8,1,"shg2005","AOlf",4371,303,294,285,8,53.2,17.89,8.5,1,26.4
1924,"UGC00313",2099,116,11,2,"ctf2009","AOG",2094,133,129,122,16,6.1,1.05,1.3,4,3.9
1926,"ES539-014",7095,358,17,1,"tmc2006","Nanc",7095,381,367,358,17,4.9,5.55,11.1,1,7.2
1927,"UGC00314",4268,175,8,1,"shg2005","AOlf",4268,191,184,175,8,25.5,4.27,8.5,1,7.3
1932,"AGC400261",3538,307,11,1,"shg2005","GB300",3538,325,316,307,11,13.6,21.03,11.3,1,12.9
1933,"UGC00316",11449,509,20,1,"shg2005","AOlf",11449,542,518,509,20,2.1,3.99,9,1,3.9
1941,"AGC400265",4129,105,9,2,"shg2005","GB140",4129,115,111,105,12,11.7,15.62,4.2,1,55.6
1942,"ES473-025",,,,,"tmc2006","Nanc",7114,251,234,225,50,3.5,1.33,11.1,2,2.6
1947,"AGC020355",,,,,"shg2005","GB140",1584,471,464,,25,3.9,18.59,8.4,1,20.6
1952,"ES079-003",,,,,"ctk2010","PAKS",2633,438,428,,100,2.8,11.23,0.8,16,13.6
1957,"UGC00319",6356,279,19,1,"shg2005","AOlf",6356,299,288,279,19,3.1,6.51,8.8,1,8.6
1958,"AGC100291",,,,,"shg2005","AOlf",6136,280,266,,41,1.1,0.48,8.6,2,0.9
1970,"UGC00320",2394,149,18,1,"shg2005","AOlf",2394,163,157,149,18,4.7,3.62,8.5,1,7.1
1971,"UGC00321",4673,202,19,1,"shg2005","AOlf",4673,219,211,202,19,2.8,3.67,8.7,1,8
1977,"IC0001553",2929,256,20,1,"tmc2006","Nanc",2929,278,265,256,20,8.8,4.6,10.8,2,8
1979,"AGC400271",4044,357,14,2,"shg2005","GB300",4035,394,383,374,19,2.9,3.04,11.3,1,4.3
1982,"AGC100293",6118,307,19,1,"shg2005","AOlf",6118,331,316,307,19,2.4,3.43,8.8,2,5.4
1986,"UGC00323",4934,276,13,2,"ctf2009","AOG",4926,290,283,274,20,22.2,7.51,1.3,4,12.5
1987,"AGC100295",6060,226,17,1,"shg2005","AOlf",6060,244,235,226,17,4.7,2,8.6,1,4
1995,"PG0001995",10566,326,16,1,"tmc2006","Nanc",10566,353,335,326,16,6,3.66,11,1,5.2
1997,"UGC00325",7758,122,16,1,"shg2005","AOlf",7758,137,129,122,16,6.7,1.98,8.7,1,7.2
2001,"AGC400274",6177,284,14,2,"shg2005","Nanc",6172,312,295,286,20,10.1,5.65,5.5,4,6.7
2003,"UGC00327",5399,246,16,1,"shg2005","AOlf",5399,264,255,246,16,6.4,2.37,8.5,1,4
2016,"UGC00328",1988,137,7,2,"ctf2009","GBT",1987,149,146,138,8,24.1,17.81,1,4,58.4
2017,"AGC100300",,,,,"shg2005","AOlf",13426,422,395,,100,0.4,1.06,9,2,1.1
2020,"AGC100302",,,,,"shg2005","AOlf",12614,382,358,,50,1.9,0.76,8.9,2,0.9
2021,"AGC100301",4601,216,20,1,"shg2005","AOlf",4601,233,225,216,20,2.7,0.96,8.5,1,2.1
2022,"UGC00329",4390,223,13,2,"shg2005","AOlf",4394,234,226,217,17,5.9,9.11,8.7,1,15.7
2023,"AGC100303",5181,243,15,1,"shg2005","AOlf",5181,261,252,243,15,3.2,2.46,8.5,1,4.6
2031,"UGC00334",4641,126,19,1,"shg2005","AOlf",4641,140,134,126,19,2.6,4.64,8.7,1,14
2032,"UGC00333",5211,122,14,1,"shg2005","GB300",5211,137,129,122,14,9.2,4.82,11.4,1,16.3
2034,"PGC002034",5973,441,19,1,"archi12","GBT",5973,466,450,441,19,2.4,1.4,3.3,4,1.2
2044,"ES410-018",1582,55,14,1,"ksk2004","PAKS",1582,65,58,55,14,9,17.35,13.3,1,120.5
2048,"UGC00337",5353,137,14,1,"shg2005","AOlf",5353,152,145,137,14,9.6,4.52,8.7,1,13.6
2052,"AGC020385",1580,317,10,2,"shg2005","GB140",1579,334,330,321,14,9.1,36.49,4.2,1,54.1
2055,"AGC100305",,,,,"shg2005","AOlf",12740,337,314,,40,1.4,0.73,9,2,0.8
2056,"AGC100306",,,,,"shg2005","AOlf",12704,313,296,,30,1.7,0.91,8.9,1,1.4
2061,"UGC00339",,,,,"shg2005","AOlf",5412,123,104,,100,4.3,0.4,8.5,4,1.2
2062,"UGC00340",9542,609,18,1,"shg2005","AOlf",9542,642,618,609,18,4.3,5.21,8.9,1,4
2068,"UGC00342",6445,252,18,1,"shg2005","AOlf",6445,271,261,252,18,5,2.06,8.8,1,3.3
2069,"AGC100309",9401,320,20,1,"shg2005","AOlf",9401,344,329,320,20,1.9,0.93,8.8,1,1.3
2071,"IC0001555",1530,115,15,1,"tmc2006","Nanc",1530,128,122,115,15,7.9,8.44,10.7,1,31.9
2080,"PG0002080",12670,272,20,1,"hkk2005","Eff",12670,298,281,272,20,2,1.44,5.4,2,2.3
2081,"AGC400290",,,,,"shg2005","GB140",1639,255,249,,40,11.8,70,4.2,2,112.1
2083,"UGC00343",5187,209,18,1,"shg2005","GB300",5187,227,217,209,18,4.7,3.37,11.4,1,7.4
